acupoint_iri,acupoint,surface_region_iri,surface_region,related_region_iri,related_region,body_region_iri,body_region
http://www.acupunctureresearch.org/tara/ontology/TARA_0540755,LU 2,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795286,clavipectoral triangle,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_0540755,LU 2,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://purl.obolibrary.org/obo/UBERON_0006633,coracoid process of scapula,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_0540755,LU 2,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795284,infraclavicular fossa,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_3888808,LU 3,http://purl.obolibrary.org/obo/UBERON_0001460,arm,http://uri.interlex.org/base/ilx_0795287,anterior axillary fold,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_3888808,LU 3,http://purl.obolibrary.org/obo/UBERON_0001460,arm,http://purl.obolibrary.org/obo/UBERON_0001507,biceps brachii,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_3888808,LU 3,http://purl.obolibrary.org/obo/UBERON_0001460,arm,http://uri.interlex.org/base/ilx_0795287,anterior axillary fold,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_3888808,LU 3,http://purl.obolibrary.org/obo/UBERON_0001460,arm,http://purl.obolibrary.org/obo/UBERON_0001507,biceps brachii,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_4192847,LU 4,http://purl.obolibrary.org/obo/UBERON_0001460,arm,http://uri.interlex.org/base/ilx_0795287,anterior axillary fold,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_4192847,LU 4,http://purl.obolibrary.org/obo/UBERON_0001460,arm,http://purl.obolibrary.org/obo/UBERON_0001507,biceps brachii,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_4192847,LU 4,http://purl.obolibrary.org/obo/UBERON_0001460,arm,http://uri.interlex.org/base/ilx_0795287,anterior axillary fold,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_4192847,LU 4,http://purl.obolibrary.org/obo/UBERON_0001460,arm,http://purl.obolibrary.org/obo/UBERON_0001507,biceps brachii,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_1357729,LU 5,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://uri.interlex.org/base/ilx_0795332,cubital crease,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_1357729,LU 5,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://purl.obolibrary.org/obo/UBERON_0008188,tendon of biceps brachii,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_1357729,LU 5,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://uri.interlex.org/base/ilx_0795332,cubital crease,http://purl.obolibrary.org/obo/UBERON_0001461,elbow
http://www.acupunctureresearch.org/tara/ontology/TARA_1357729,LU 5,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://purl.obolibrary.org/obo/UBERON_0008188,tendon of biceps brachii,http://purl.obolibrary.org/obo/UBERON_0001461,elbow
http://www.acupunctureresearch.org/tara/ontology/TARA_1357729,LU 5,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://uri.interlex.org/base/ilx_0795332,cubital crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_1357729,LU 5,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://purl.obolibrary.org/obo/UBERON_0008188,tendon of biceps brachii,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_3496812,LU 6,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795334,palmar wrist crease,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_3496812,LU 6,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795334,palmar wrist crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_3515622,LU 7,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795335,abductor pollicis longus tendon,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_3515622,LU 7,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0017618,extensor pollicis brevis muscle,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_3515622,LU 7,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795334,palmar wrist crease,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_3515622,LU 7,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795335,abductor pollicis longus tendon,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_3515622,LU 7,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0017618,extensor pollicis brevis muscle,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_3515622,LU 7,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795334,palmar wrist crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6531052,LU 8,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795334,palmar wrist crease,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_6531052,LU 8,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001404,radial artery,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_6531052,LU 8,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://purl.obolibrary.org/obo/UBERON_7500078,styloid process of radius,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_6531052,LU 8,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795334,palmar wrist crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6531052,LU 8,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001404,radial artery,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6531052,LU 8,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://purl.obolibrary.org/obo/UBERON_7500078,styloid process of radius,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8122277,LU 9,http://purl.obolibrary.org/obo/UBERON_0004452,carpal region,http://uri.interlex.org/base/ilx_0795335,abductor pollicis longus tendon,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8122277,LU 9,http://purl.obolibrary.org/obo/UBERON_0004452,carpal region,http://uri.interlex.org/base/ilx_0795334,palmar wrist crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8122277,LU 9,http://purl.obolibrary.org/obo/UBERON_0004452,carpal region,http://purl.obolibrary.org/obo/UBERON_0001404,radial artery,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8122277,LU 9,http://purl.obolibrary.org/obo/UBERON_0004452,carpal region,http://purl.obolibrary.org/obo/UBERON_0001427,radiale,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8122277,LU 9,http://purl.obolibrary.org/obo/UBERON_0004452,carpal region,http://purl.obolibrary.org/obo/UBERON_7500078,styloid process of radius,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_5220479,Lateral Xiyan,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://purl.obolibrary.org/obo/UBERON_0003676,patellar ligament,http://purl.obolibrary.org/obo/UBERON_0001465,knee
http://www.acupunctureresearch.org/tara/ontology/TARA_5220479,Lateral Xiyan,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://purl.obolibrary.org/obo/UBERON_0003676,patellar ligament,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_5220479,Lateral Xiyan,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://purl.obolibrary.org/obo/UBERON_0003676,patellar ligament,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8759132,Medial Xiyan,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://purl.obolibrary.org/obo/UBERON_0003676,patellar ligament,http://purl.obolibrary.org/obo/UBERON_0001465,knee
http://www.acupunctureresearch.org/tara/ontology/TARA_8759132,Medial Xiyan,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://purl.obolibrary.org/obo/UBERON_0003676,patellar ligament,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_8759132,Medial Xiyan,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://purl.obolibrary.org/obo/UBERON_0003676,patellar ligament,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_5309570,PC 1,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795285,anterior median line,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_5309570,PC 1,http://purl.obolibrary.org/obo/UBERON_0016416,anterior chest,http://uri.interlex.org/base/ilx_0795298,fourth intercostal space,http://purl.obolibrary.org/obo/UBERON_0001443,chest
http://www.acupunctureresearch.org/tara/ontology/TARA_4819578,PC 2,http://purl.obolibrary.org/obo/UBERON_0001460,arm,http://uri.interlex.org/base/ilx_0795287,anterior axillary fold,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_4819578,PC 2,http://purl.obolibrary.org/obo/UBERON_0001460,arm,http://purl.obolibrary.org/obo/UBERON_0001507,biceps brachii,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_4819578,PC 2,http://purl.obolibrary.org/obo/UBERON_0001460,arm,http://uri.interlex.org/base/ilx_0795287,anterior axillary fold,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_4819578,PC 2,http://purl.obolibrary.org/obo/UBERON_0001460,arm,http://purl.obolibrary.org/obo/UBERON_0001507,biceps brachii,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_7634323,PC 3,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://uri.interlex.org/base/ilx_0795332,cubital crease,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_7634323,PC 3,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://purl.obolibrary.org/obo/UBERON_0008188,tendon of biceps brachii,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_7634323,PC 3,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://uri.interlex.org/base/ilx_0795332,cubital crease,http://purl.obolibrary.org/obo/UBERON_0001461,elbow
http://www.acupunctureresearch.org/tara/ontology/TARA_7634323,PC 3,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://purl.obolibrary.org/obo/UBERON_0008188,tendon of biceps brachii,http://purl.obolibrary.org/obo/UBERON_0001461,elbow
http://www.acupunctureresearch.org/tara/ontology/TARA_7634323,PC 3,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://uri.interlex.org/base/ilx_0795332,cubital crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_7634323,PC 3,http://purl.obolibrary.org/obo/UBERON_0001461,elbow,http://purl.obolibrary.org/obo/UBERON_0008188,tendon of biceps brachii,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_2645290,PC 4,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795334,palmar wrist crease,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_2645290,PC 4,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795500,tendon of flexor carpi radialis,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_2645290,PC 4,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0016496,tendon of palmaris longus,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_2645290,PC 4,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795334,palmar wrist crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_2645290,PC 4,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795500,tendon of flexor carpi radialis,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_2645290,PC 4,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0016496,tendon of palmaris longus,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6477399,PC 5,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795334,palmar wrist crease,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_6477399,PC 5,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795500,tendon of flexor carpi radialis,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_6477399,PC 5,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0016496,tendon of palmaris longus,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_6477399,PC 5,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795334,palmar wrist crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6477399,PC 5,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795500,tendon of flexor carpi radialis,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6477399,PC 5,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0016496,tendon of palmaris longus,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_4311153,PC 6,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795334,palmar wrist crease,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_4311153,PC 6,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795500,tendon of flexor carpi radialis,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_4311153,PC 6,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0016496,tendon of palmaris longus,http://purl.obolibrary.org/obo/UBERON_0001460,arm
http://www.acupunctureresearch.org/tara/ontology/TARA_4311153,PC 6,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795334,palmar wrist crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_4311153,PC 6,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://uri.interlex.org/base/ilx_0795500,tendon of flexor carpi radialis,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_4311153,PC 6,http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0016496,tendon of palmaris longus,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_9020892,PC 7,http://purl.obolibrary.org/obo/UBERON_0004452,carpal region,http://uri.interlex.org/base/ilx_0795334,palmar wrist crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_9020892,PC 7,http://purl.obolibrary.org/obo/UBERON_0004452,carpal region,http://uri.interlex.org/base/ilx_0795500,tendon of flexor carpi radialis,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_9020892,PC 7,http://purl.obolibrary.org/obo/UBERON_0004452,carpal region,http://purl.obolibrary.org/obo/UBERON_0016496,tendon of palmaris longus,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_5212832,PC 8,http://purl.obolibrary.org/obo/UBERON_0002398,manus,http://purl.obolibrary.org/obo/UBERON_0003646,metacarpal bone of digit 2,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_5212832,PC 8,http://purl.obolibrary.org/obo/UBERON_0002398,manus,http://purl.obolibrary.org/obo/UBERON_0003647,metacarpal bone of digit 3,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_5212832,PC 8,http://purl.obolibrary.org/obo/UBERON_0002398,manus,http://purl.obolibrary.org/obo/UBERON_0003648,metacarpal bone of digit 4,http://purl.obolibrary.org/obo/UBERON_0002101,limb
